  15N   15    7   19   61   18   18   10.833297   10.207426
  1   0.000000   0.5 -1  -1.00E+00  0 0                    1/2-  0                      
  2   5.270153   2.5  1   1.79E-15  1 0                    5/2+  0                      
                                          1      5.269  1.000E+00  1.000E+00  0.000E+00
  3   5.298826   0.5  1   1.70E-14  1 0                    1/2+  0                      
                                          1      5.298  1.000E+00  1.000E+00  0.000E+00
  4   6.323859   1.5 -1   1.46E-16  3 0                    3/2-  0                      
                                          3      1.025  8.681E-04  8.681E-04  0.000E+00
                                          2      1.054  8.268E-04  8.268E-04  0.000E+00
                                          1      6.322  9.983E-01  9.983E-01  0.000E+00
  5   7.155101   2.5  1   1.20E-14  3 0                    5/2+  0                      
                                          4      0.831  2.506E-03  2.506E-03  0.000E+00
                                          2      1.885  9.941E-01  9.941E-01  0.000E+00
                                          1      7.153  3.386E-03  3.386E-03  0.000E+00
  6   7.300889   1.5  1   4.20E-16  4 0                    3/2+  0                      
                                          4      0.977  3.619E-03  3.619E-03  0.000E+00
                                          3      2.002  2.456E-02  2.456E-02  0.000E+00
                                          2      2.031  7.497E-03  7.497E-03  0.000E+00
                                          1      7.299  9.643E-01  9.643E-01  0.000E+00
  7   7.563520   3.5  1   8.00E-15  1 0                    7/2+  0                      
                                          2      2.293  1.000E+00  1.000E+00  0.000E+00
  8   8.312632   0.5  1   1.20E-15  4 0                    1/2+  0                      
                                          6      1.012  2.531E-02  2.531E-02  0.000E+00
                                          4      1.989  6.773E-02  6.773E-02  0.000E+00
                                          3      3.013  1.336E-01  1.336E-01  0.000E+00
                                          1      8.310  7.734E-01  7.734E-01  0.000E+00
  9   8.571340   1.5  1   5.00E-16  3 0                    3/2+  0                      
                                          4      2.247  6.593E-02  6.593E-02  0.000E+00
                                          2      3.301  6.374E-01  6.374E-01  0.000E+00
                                          1      8.569  2.967E-01  2.967E-01  0.000E+00
 10   9.049590   0.5  1   3.50E-16  2 0                    1/2+  0                      
                                          4      2.725  9.143E-02  9.143E-02  0.000E+00
                                          1      9.047  9.086E-01  9.086E-01  0.000E+00
 11   9.151980   1.5 -1   9.70E-16  2 0                    3/2-  0                      
                                          2      3.881  4.656E-02  4.656E-02  0.000E+00
                                          1      9.149  9.534E-01  9.534E-01  0.000E+00
 12   9.154934   2.5  1   5.00E-15  7 0                    5/2+  0                      
                                          9      0.584  6.414E-02  6.414E-02  0.000E+00
                                          6      1.854  7.595E-02  7.595E-02  0.000E+00
                                          5      2.000  4.829E-01  4.829E-01  0.000E+00
                                          4      2.831  2.003E-01  2.003E-01  0.000E+00
                                          3      3.856  9.359E-02  9.359E-02  0.000E+00
                                          2      3.884  6.518E-02  6.518E-02  0.000E+00
                                          1      9.152  1.794E-02  1.794E-02  0.000E+00
 13   9.222470   0.5 -1   9.00E-14  3 0                    1/2-  0                      
                                          4      2.898  2.787E-01  2.787E-01  0.000E+00
                                          3      3.923  4.754E-01  4.754E-01  0.000E+00
                                          1      9.219  2.459E-01  2.459E-01  0.000E+00
 14   9.760270   2.5 -1   1.80E-15  2 0                    5/2-  0                      
                                         11      0.608  3.623E-01  3.623E-01  0.000E+00
                                          1      9.757  6.377E-01  6.377E-01  0.000E+00
 15   9.924880   1.5 -1   2.10E-16  4 0                    3/2-  0                      
                                         12      0.770  3.571E-02  3.571E-02  0.000E+00
                                          8      1.612  4.241E-01  4.241E-01  0.000E+00
                                          2      4.654  9.821E-02  9.821E-02  0.000E+00
                                          1      9.921  4.420E-01  4.420E-01  0.000E+00
 16  10.065470   1.5  1   6.90E-17  1 0                    3/2+  0                      
                                          1     10.062  1.000E+00  1.000E+00  0.000E+00
 17  10.450300   2.5 -1   0.00E+00  1 0                    5/2-  0                      
                                          1     10.446  0.000E+00  0.000E+00  0.000E+00
 18  10.701720   1.5 -1   0.00E+00  1 0                    3/2-  0                      
                                          1     10.698  1.000E+00  1.000E+00  0.000E+00
 19  10.833317   0.5  1   0.00E+00 18 1               1/2+,3/2+  0                      
                                         18      0.132  1.758E-04  1.758E-04  0.000E+00
                                         17      0.383  6.907E-05  6.907E-05  0.000E+00
                                         16      0.768  6.405E-04  6.405E-04  0.000E+00
                                         15      0.908  1.595E-03  1.595E-03  0.000E+00
                                         14      1.073  8.665E-04  8.665E-04  0.000E+00
                                         13      1.611  7.284E-04  7.284E-04  0.000E+00
                                         12      1.678  7.912E-02  7.912E-02  0.000E+00
                                         11      1.681  1.620E-02  1.620E-02  0.000E+00
                                         10      1.784  2.449E-03  2.449E-03  0.000E+00
                                          9      2.262  7.661E-04  7.661E-04  0.000E+00
                                          8      2.520  5.538E-02  5.538E-02  0.000E+00
                                          7      3.269  5.902E-04  5.902E-04  0.000E+00
                                          6      3.532  8.917E-02  8.917E-02  0.000E+00
                                          5      3.678  1.444E-01  1.444E-01  0.000E+00
                                          4      4.509  1.658E-01  1.658E-01  0.000E+00
                                          3      5.533  1.947E-01  1.947E-01  0.000E+00
                                          2      5.562  1.055E-01  1.055E-01  0.000E+00
                                          1     10.829  1.419E-01  1.419E-01  0.000E+00
