 65Ni   65   28   13   30   12    7    6.098081   12.622326
  1   0.000000   2.5 -1  -1.00E+00  0 0                    5/2-  0                      
  2   0.063380   0.5 -1   2.00E-06  1 0                    1/2-  0                      
                                          1      0.063  1.000E+00  1.000E+00  0.000E+00
  3   0.310210   1.5 -1   0.00E+00  2 0                    3/2-  0                      
                                          2      0.247  1.748E-02  1.748E-02  0.000E+00
                                          1      0.311  9.825E-01  9.825E-01  0.000E+00
  4   0.692230   1.5 -1   0.00E+00  3 0                    3/2-  0                      
                                          3      0.382  8.092E-02  8.092E-02  0.000E+00
                                          2      0.629  7.514E-01  7.514E-01  0.000E+00
                                          1      0.692  1.676E-01  1.676E-01  0.000E+00
  5   1.417800   0.5 -1   0.00E+00  3 0                    1/2-  0                      
                                          4      0.726  4.988E-02  4.988E-02  0.000E+00
                                          3      1.108  9.002E-01  9.002E-01  0.000E+00
                                          1      1.418  4.988E-02  4.988E-02  0.000E+00
  6   1.920000   2.5  1   0.00E+00  1 0                    5/2+  0                      
                                          1      1.920  0.000E+00  0.000E+00  0.000E+00
  7   2.146760   1.5 -1   0.00E+00  2 0                    3/2-  0                      
                                          2      2.083  4.800E-01  4.800E-01  0.000E+00
                                          1      2.147  5.200E-01  5.200E-01  0.000E+00
  8   2.324500  -1.0  0   0.00E+00  1 0                          0                      
                                          1      2.324  0.000E+00  0.000E+00  0.000E+00
  9   2.711500   1.5  1   0.00E+00  3 0                    3/2+  0                      
                                          3      2.401  7.273E-01  7.273E-01  0.000E+00
                                          2      2.648  2.727E-01  2.727E-01  0.000E+00
                                          1      2.711  0.000E+00  0.000E+00  0.000E+00
 10   3.009600   1.5  1   0.00E+00  1 0                    3/2+  0                      
                                          1      3.010  0.000E+00  0.000E+00  0.000E+00
 11   3.278500   1.5  1   0.00E+00  1 1               3/2+,5/2+  0                      
                                          1      3.278  0.000E+00  0.000E+00  0.000E+00
 12   3.962300   1.5  1   0.00E+00  2 1             (3/2+,5/2+)  0                      
                                          3      3.652  5.000E-01  5.000E-01  0.000E+00
                                          1      3.962  5.000E-01  5.000E-01  0.000E+00
 13   6.098280   0.5  1   0.00E+00 10 0                    1/2+  0                      
                                         11      2.820  1.973E-03  1.973E-03  0.000E+00
                                         10      3.089  2.682E-03  2.682E-03  0.000E+00
                                          9      3.387  8.602E-03  8.602E-03  0.000E+00
                                          8      3.774  3.340E-03  3.340E-03  0.000E+00
                                          7      3.951  1.164E-02  1.164E-02  0.000E+00
                                          6      4.178  1.265E-03  1.265E-03  0.000E+00
                                          5      4.680  3.947E-02  3.947E-02  0.000E+00
                                          4      5.406  9.108E-02  9.108E-02  0.000E+00
                                          3      5.788  1.822E-01  1.822E-01  0.000E+00
                                          2      6.035  6.578E-01  6.578E-01  0.000E+00
