123Sn  123   50    6    4    3    1    5.946048   11.532293
  1   0.000000   5.5 -1   1.12E+07  0 0                   11/2-  0                      
  2   0.024600   1.5  1   2.40E+03  0 0                    3/2+  0                      
  3   0.150400   0.5  1   0.00E+00  1 0                    1/2+  0                      
                                          2      0.126  1.000E+00  1.000E+00  0.000E+00
  4   0.870700   1.5  1   0.00E+00  1 1             (3/2+,5/2+)  0                      
                                          2      0.846  1.000E+00  1.000E+00  0.000E+00
  5   1.071300   0.5  1   0.00E+00  2 1              (1/2,3/2)+  0                      
                                          3      0.921  9.266E-01  9.266E-01  0.000E+00
                                          2      1.048  7.339E-02  7.339E-02  0.000E+00
  6   5.946000   0.5  1   0.00E+00  0 0                    1/2+  0                      
