171Er  171   68   27   56   26    1    5.681627    8.769279
  1   0.000000   2.5 -1  -1.00E+00  0 0                    5/2-  0                      
  2   0.078800   3.5 -1   0.00E+00  1 0                  (7/2-)  0                      
                                          1      0.079  1.000E+00  1.000E+00  0.000E+00
  3   0.198000   0.5 -1   0.00E+00  1 0                    1/2-  0                      
                                          1      0.198  1.000E+00  1.000E+00  0.000E+00
  4   0.255600   1.5 -1   0.00E+00  2 0                  (3/2-)  0                      
                                          2      0.177  1.000E+00  1.000E+00  0.000E+00
                                          1      0.256  0.000E+00  0.000E+00  0.000E+00
  5   0.278800   2.5 -1   0.00E+00  1 0                  (5/2-)  0                      
                                          1      0.279  1.000E+00  1.000E+00  0.000E+00
  6   0.707000   0.5 -1   0.00E+00  1 0                  (1/2-)  0                      
                                          1      0.707  1.000E+00  1.000E+00  0.000E+00
  7   0.736200   1.5 -1   0.00E+00  2 0                  (3/2-)  0                      
                                          3      0.538  1.000E+00  1.000E+00  0.000E+00
                                          1      0.736  0.000E+00  0.000E+00  0.000E+00
  8   0.794000   2.5 -1   0.00E+00  2 0                  (5/2-)  0                      
                                          2      0.715  5.122E-01  5.122E-01  0.000E+00
                                          1      0.794  4.878E-01  4.878E-01  0.000E+00
  9   0.904400   1.5 -1   0.00E+00  2 0                  (3/2-)  0                      
                                          3      0.707  0.000E+00  0.000E+00  0.000E+00
                                          1      0.904  1.000E+00  1.000E+00  0.000E+00
 10   1.220000   1.5 -1   0.00E+00  4 0                  (3/2-)  0                      
                                          5      0.941  3.662E-01  3.662E-01  0.000E+00
                                          3      1.022  2.113E-01  2.113E-01  0.000E+00
                                          2      1.141  1.831E-01  1.831E-01  0.000E+00
                                          1      1.220  2.394E-01  2.394E-01  0.000E+00
 11   1.263700   0.5  0   0.00E+00  3 1                 1/2,3/2  0                      
                                          9      0.359  5.333E-01  5.333E-01  0.000E+00
                                          6      0.557  4.667E-01  4.667E-01  0.000E+00
                                          1      1.264  0.000E+00  0.000E+00  0.000E+00
 12   1.334100   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      1.334  0.000E+00  0.000E+00  0.000E+00
 13   1.373300   0.5  0   0.00E+00  2 1                 1/2,3/2  0                      
                                          3      1.175  1.000E+00  1.000E+00  0.000E+00
                                          1      1.373  0.000E+00  0.000E+00  0.000E+00
 14   1.496000   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          3      1.298  1.000E+00  1.000E+00  0.000E+00
 15   1.519100   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      1.519  0.000E+00  0.000E+00  0.000E+00
 16   1.626900   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      1.627  0.000E+00  0.000E+00  0.000E+00
 17   1.722800   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      1.723  0.000E+00  0.000E+00  0.000E+00
 18   1.756400   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      1.756  0.000E+00  0.000E+00  0.000E+00
 19   1.796800   0.5  0   0.00E+00  1 1               (1/2,3/2)  0                      
                                          1      1.797  0.000E+00  0.000E+00  0.000E+00
 20   1.961900   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      1.962  0.000E+00  0.000E+00  0.000E+00
 21   1.976300   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      1.976  0.000E+00  0.000E+00  0.000E+00
 22   2.036700   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      2.037  0.000E+00  0.000E+00  0.000E+00
 23   2.052900   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      2.053  0.000E+00  0.000E+00  0.000E+00
 24   2.064000   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      2.064  0.000E+00  0.000E+00  0.000E+00
 25   2.088000   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      2.088  0.000E+00  0.000E+00  0.000E+00
 26   2.104100   0.5  0   0.00E+00  1 1                 1/2,3/2  0                      
                                          1      2.104  1.000E+00  1.000E+00  0.000E+00
 27   5.681600   0.5  1   0.00E+00 21 0                    1/2+  0                      
                                         26      3.578  8.415E-02  8.415E-02  0.000E+00
                                         25      3.594  1.346E-01  1.346E-01  0.000E+00
                                         24      3.618  1.515E-02  1.515E-02  0.000E+00
                                         23      3.629  3.029E-02  3.029E-02  0.000E+00
                                         22      3.645  1.515E-02  1.515E-02  0.000E+00
                                         21      3.705  2.188E-02  2.188E-02  0.000E+00
                                         20      3.720  1.683E-02  1.683E-02  0.000E+00
                                         19      3.885  1.010E-02  1.010E-02  0.000E+00
                                         18      3.925  8.415E-03  8.415E-03  0.000E+00
                                         17      3.959  3.702E-03  3.702E-03  0.000E+00
                                         16      4.055  3.702E-02  3.702E-02  0.000E+00
                                         15      4.162  3.871E-01  3.871E-01  0.000E+00
                                         14      4.186  5.049E-02  5.049E-02  0.000E+00
                                         13      4.308  4.712E-03  4.712E-03  0.000E+00
                                         12      4.347  4.712E-03  4.712E-03  0.000E+00
                                         11      4.418  1.010E-02  1.010E-02  0.000E+00
                                         10      4.462  1.178E-01  1.178E-01  0.000E+00
                                          9      4.777  2.693E-02  2.693E-02  0.000E+00
                                          6      4.974  3.198E-03  3.198E-03  0.000E+00
                                          4      5.426  1.515E-02  1.515E-02  0.000E+00
                                          3      5.484  2.524E-03  2.524E-03  0.000E+00
